Anno;Tipo variazione;Codice Regione;Codice Istat del Comune;Denominazione Comune;Codice Istat del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa
1992;AP;18;079141;Spilinga;102042;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079144;Stefanaconi;102043;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079145;Strongoli;101025;;"Decreto Legislativo n. 249 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Crotone;
1992;AP;18;079149;Tropea;102044;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079150;Umbriatico;101026;;"Decreto Legislativo n. 249 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Crotone;
1992;AP;18;079152;Vallelonga;102045;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079153;Vazzano;102046;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079154;Verzino;101027;;"Decreto Legislativo n. 249 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Crotone;
1992;AP;18;079155;Vibo Valentia;102047;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079156;Zaccanopoli;102048;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079158;Zambrone;102049;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;AP;18;079159;Zungri;102050;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;
1992;CE;12;059004;Castelforte;059026;Santi Cosma e Damiano;Prefettura di Latina.delibera del commissario ad acta del 27 agosto 1992. Attuazione della sentenza di esecuzione del T.A.R. del Lazio n.1313/89;Determinazione della linea di confine con il Comune di Santi Cosma  e Damiano;
1992;AQ;12;059026;Santi Cosma e Damiano;059004;Castelforte;Prefettura di Latina.delibera del commissario ad acta del 27 agosto 1992. Attuazione della sentenza di esecuzione del T.A.R. del Lazio n.1313/89;Determinazione della linea di confine con il Comune di Castelforte;
1993;AQ;04;021035;Gargazzone;021066;Postal;"Legge Regionale 22 marzo 1993 n. 5; B.U.R. n. 14 del 30 marzo 1993";Modificata la circoscrizione territoriale a seguito della aggregazione di una zona di territorio staccata dal Comune di Postal-Burgstall;
1993;CE ;04;021066;Postal;021035;Gargazzone;"Legge Regionale 22 marzo 1993 n. 5; B.U.R. n. 14 del 30 marzo 1993";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Gargazzone-Gargazon;
1993;CD;04;022091;Garniga;022091;Garniga Terme;"Legge Regionale 22 marzo 1993 n. 6; B.U.R. n. 14 del 30 marzo 1993";Assunta la nuova denominazione di Garniga Terme;
1993;AQ;05;028011;Battaglia Terme;028061;Pernumia;"Legge Regionale 25 giugno 1993 n. 26; B.U.R. n. 54 del 29 giugno 1993";Modificata la circoscrizione territoriale a seguito della aggregazione di una zona di territorio staccata dal Comune di Pernumia;
1993;CE ;05;028061;Pernumia;028011;Battaglia Terme;"Legge Regionale 25 giugno 1993 n. 26; B.U.R. n. 54 del 29 giugno 1993";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Battaglia Terme;
1993;CE ;12;058057;Marino;058121;Boville;"Legge Regionale 21 ottobre 1993 n. 56; 2° S. O. al B.U.R. n. 29 del 21 ottobre 1993";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Boville;
1993;AQ;12;058121;Boville;058057;Marino;"Legge Regionale 21 ottobre 1993 n. 56; 2° S. O. al B.U.R. n. 29 del 21 ottobre 1993";Nuovo Comune costituito con alcune zone di territorio staccate dal Comune di Marino;
1993;CS;12;058121;Boville;058057;Marino;"Legge Regionale 21 ottobre 1993 n. 56; 2° S. O. al B.U.R. n. 29 del 21 ottobre 1993";Nuovo Comune costituito con alcune zone di territorio staccate dal Comune di Marino;
1993;CE ;16;073027;Taranto;073029;Statte;"Legge Regionale 9 aprile 1993 n. 6; B.U.R. n. 55 Suppl. del 16 Aprile 1993";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Statte;
1993;AQ;16;073029;Statte;073027;Taranto;"Legge Regionale 9 aprile 1993 n. 6; B.U.R. n. 55 Suppl. del 16 Aprile 1993";Nuovo Comune costituito con alcune zone di territorio staccate dal Comune di Taranto;
1993;CS;16;073029;Statte;073027;Taranto;"Legge Regionale 9 aprile 1993 n. 6; B.U.R. n. 55 Suppl. del 16 Aprile 1993";Nuovo Comune costituito con alcune zone di territorio staccate dal Comune di Taranto;
1993;AQ;16;071030;Margherita di Savoia;072007;Barletta;"D.P.G.R. n. 1077 del 22 dicembre 1993; Delibera G.R. 2607 del 13 luglio 1993";Definizione della contestazione con il Comune di Barletta;
1993;CE;16;072007;Barletta;071057;Trinitapoli;"D.P.G.R. n. 1077 del 22 dicembre 1993; Delibera G.R. 2607 del 13 luglio 1993";Definizione della contestazione con il Comune di Trinitapoli;
1993;CE;16;071057;Trinitapoli;072007;Barletta;"D.P.G.R. n. 1077 del 22 dicembre 1993; Delibera G.R. 2607 del 13 luglio 1993";Definizione della contestazione con il Comune di Barletta;
1993;AQ;16;072007;Barletta;071030;Margherita di Savoia;"D.P.G.R. n. 1077 del 22 dicembre 1993; Delibera G.R. 2607 del 13 luglio 1993";Definizione della contestazione con il Comune di Margherita di Savoia (FG);
1994;AQ;01;005035;Cerreto d'Asti;005086;Piovà Massaia;Delibera Cons. Reg. del 13 luglio 1994 n. 833 - C.R. 9624;Definizione della contestazione con il Comune di Piovà Massaia;
1994;CE ;01;005086;Piovà Massaia;005035;Cerreto d'Asti;Delibera Cons. Reg. del 13 luglio 1994 n. 833 - C.R. 9624;Definizione della contestazione con il Comune di Cerreto d'Asti;
1994;AQ;01;006037;Casal Cermelli;006047;Castellazzo Bormida;Delibera Cons. Reg. n. 922/16696 del 29 novembre 1994       ;Modificata la circoscrizione territoriale a seguito della aggregazione di una zona di territorio staccata dal Comune di Castellazzo Bormida;
1994;CE ;01;006047;Castellazzo Bormida;006037;Casal Cermelli;Delibera Cons. Reg. n. 922/16696 del 29 novembre 1994       ;Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Casal Cermelli;
1995;ES;05;029016;Contarina;029052;Porto Viro;"Legge Regionale 14 settembre 1994 n. 49; B.U.R. n. 77 del 16 settembre 1994, in vigore dal 1° gennaio 1995";Soppresso ed unitamente al Comune di Donada passato a costituire il nuovo Comune di Porto Viro;
1995;ES;05;029020;Donada;029052;Porto Viro;"Legge Regionale 14 settembre 1994 n. 49; B.U.R. n. 77 del 16 settembre 1994, in vigore dal 1° gennaio 1995";Soppresso ed unitamente al Comune di Contarina passato a costituire il nuovo Comune di Porto Viro;
1995;CS;05;029052;Porto Viro;029016;Contarina;"Legge Regionale 14 settembre 1994 n. 49; B.U.R. n. 77 del 16 settembre 1994, in vigore dal 1° gennaio 1995";Nuovo Comune costituito mediante la fusione dei Comuni soppressi di Contarina e di Donada;
1995;AQ;05;029052;Porto Viro;029020;Donada;"Legge Regionale 14 settembre 1994 n. 49; B.U.R. n. 77 del 16 settembre 1994, in vigore dal 1° gennaio 1995";Nuovo Comune costituito mediante la fusione dei Comuni soppressi di Contarina e di Donada;
1995;CS;05;029052;Porto Viro;029020;Donada;"Legge Regionale 14 settembre 1994 n. 49; B.U.R. n. 77 del 16 settembre 1994, in vigore dal 1° gennaio 1995";Nuovo Comune costituito mediante la fusione dei Comuni soppressi di Contarina e di Donada;
1995;AQ;05;029052;Porto Viro;029016;Contarina;"Legge Regionale 14 settembre 1994 n. 49; B.U.R. n. 77 del 16 settembre 1994, in vigore dal 1° gennaio 1995";Nuovo Comune costituito mediante la fusione dei Comuni soppressi di Contarina e di Donada;
1995;CD;01;005001;Agliano;005001;Agliano Terme;"Delibera Cons. Reg. 3 marzo 1995 n. 975 - C.R. 3902; B.U.R. n. 15 del 12 aprile 1995";Assunta la nuova denominazione di Agliano Terme;
1995;CE ;03;015015;Basiglio;015115;Lacchiarella;"Legge Regionale 15 aprile 1995 n. 23; 1° S.O. al  B.U.R. n. 16 del 20 aprile 1995";Permutata una zona di territorio con il Comune di Lacchiarella;
1995;AQ;03;015015;Basiglio;015115;Lacchiarella;"Legge Regionale 15 aprile 1995 n. 23; 1° S.O. al  B.U.R. n. 16 del 20 aprile 1995";Permutata una zona di territorio con il Comune di Lacchiarella;
1995;CE ;03;015115;Lacchiarella;015015;Basiglio;"Legge Regionale 15 aprile 1995 n. 23; 1° S.O. al  B.U.R. n. 16 del 20 aprile 1995";Permutata una zona di territorio con il Comune di Basiglio;
1995;AQ;03;015115;Lacchiarella;015015;Basiglio;"Legge Regionale 15 aprile 1995 n. 23; 1° S.O. al  B.U.R. n. 16 del 20 aprile 1995";Permutata una zona di territorio con il Comune di Basiglio;
1995;AQ;03;015139;Mediglia;015171;Peschiera Borromeo;"Legge  Regionale 15 aprile 1995, n. 22; 1° s.o. al   B.U.R n. 16 del 20 aprile 1995";Permutata zona di territorio con il Comune di Peschiera Borromeo;
1995;CE ;03;015139;Mediglia;015171;Peschiera Borromeo;"Legge  Regionale 15 aprile 1995, n. 22; 1° s.o. al   B.U.R n. 16 del 20 aprile 1995";Permutata zona di territorio con il Comune di Peschiera Borromeo;
1995;CE ;03;015171;Peschiera Borromeo;015139;Mediglia;"Legge  Regionale 15 aprile 1995, n. 22; 1° s.o. al   B.U.R n. 16 del 20 aprile 1995";Permutata zona di territorio con il Comune di Mediglia;
1995;AQ;03;015171;Peschiera Borromeo;015139;Mediglia;"Legge  Regionale 15 aprile 1995, n. 22; 1° s.o. al   B.U.R n. 16 del 20 aprile 1995";Permutata zona di territorio con il Comune di Mediglia;
1995;AQ;03;017127;Ospitaletto;017136;Passirano;"Legge Regionale 15 aprile 1995, n. 21; 1° S.O. al  B.U.R. n. 16 del 20 aprile 1995";Modificata la circoscrizione territoriale a seguito della aggregazione di una parte di territorio staccata dal Comune di Passirano;
1995;CE ;03;017136;Passirano;017127;Ospitaletto;"Legge Regionale 15 aprile 1995, n. 21; 1° S.O. al  B.U.R. n. 16 del 20 aprile 1995";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Ospitaletto;
1995;CE ;04;021056;Naturno;021064;Plaus;"Legge Regionale 6 agosto 1995, n. 7; B.U.R. n. 37 del 16 agosto 1995 ";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Plaus-Plaus;
1995;AQ;04;021064;Plaus;021056;Naturno;"Legge Regionale 6 agosto 1995, n. 7; B.U.R. n. 37 del 16 agosto 1995 ";Modificata la circoscrizione territoriale a seguito della aggregazione di una zona di territorio staccata dal Comune di Naturno-Naturns;
1995;ES;05;028024;Carrara San Giorgio;028106;Due Carrare;"Legge Regionale 21 marzo 1995, n. 14; B.U.R. n. 27 del 24 marzo 1995";Soppresso ed unitamente al Comune di Carrara Santo Stefano passato a costituire il nuovo Comune di Due Carrare;
1995;ES;05;028025;Carrara Santo Stefano;028106;Due Carrare;"Legge Regionale 21 marzo 1995, n. 14; B.U.R. n. 27 del 24 marzo 1995";Soppresso ed unitamente al Comune di Carrara San Giorgio passato a costituire il nuovo Comune di Due Carrare;
1995;AQ;05;028106;Due Carrare;028025;Carrara Santo Stefano;"Legge Regionale 21 marzo 1995, n. 14; B.U.R. n. 27 del 24 marzo 1995";Nuovo Comune costituito mediante la fusione dei soppressi Comuni di Carrara San Giorgio e Carrara Santo Stefano;
1995;CS;05;028106;Due Carrare;028024;Carrara San Giorgio;"Legge Regionale 21 marzo 1995, n. 14; B.U.R. n. 27 del 24 marzo 1995";Nuovo Comune costituito mediante la fusione dei soppressi Comuni di Carrara San Giorgio e Carrara Santo Stefano;
1995;CS;05;028106;Due Carrare;028025;Carrara Santo Stefano;"Legge Regionale 21 marzo 1995, n. 14; B.U.R. n. 27 del 24 marzo 1995";Nuovo Comune costituito mediante la fusione dei soppressi Comuni di Carrara San Giorgio e Carrara Santo Stefano;
1995;AQ;05;028106;Due Carrare;028024;Carrara San Giorgio;"Legge Regionale 21 marzo 1995, n. 14; B.U.R. n. 27 del 24 marzo 1995";Nuovo Comune costituito mediante la fusione dei soppressi Comuni di Carrara San Giorgio e Carrara Santo Stefano;
1995;AQ;12;058057;Marino;058121;Boville;Sentenza Corte Costituzionale n. 433 del 6-15 settembre 1995;Aggregato il soppresso Comune di Boville;
1995;ES;12;058121;Boville;058057;Marino;Sentenza Corte Costituzionale n. 433 del 6-15 settembre 1995;Comune soppresso e riaggregato al Comune di Marino;
1996;AQ;01;001206;Prascorsano;001287;Valperga;"Delibera Cons. Reg. 8 marzo 1995, n. 1004 - C.R. 4350;B.U.R. n. 15 del 12 aprile 1995";Modificata la circoscrizione territoriale a seguito della aggregazione di una zona di territorio staccata  dal Comune di Valperga;
1996;CE ;01;001287;Valperga;001206;Prascorsano;"Delibera Cons. Reg. 8 marzo 1995, n. 1004 - C.R. 4350;B.U.R. n. 15 del 12 aprile 1995";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Prascorsano;
1996;CE ;04;022153;Riva del Garda;022191;Tenno;"D.P.G.R. n. 11/A del 12 gennaio  1996; B.U.R. n. 6 del 30 gennaio 1996";Definizione della contestazione con il Comune di Tenno;
1996;AQ;04;022191;Tenno;022153;Riva del Garda;"D.P.G.R. n. 11/A del 12 gennaio  1996; B.U.R. n. 6 del 30 gennaio 1996";Definizione della contestazione con il Comune di Riva del Garda;
1996;AQ;05;023012;Bovolone;023040;Isola della Scala;"Legge Regionale 21 aprile 1995, n. 37; B.U.R. n. 39 del 25 aprile 1995, in vigore dal 1° settembre 1996               ";Modificata la circoscrizione territoriale a seguito dell'aggregazione di zone di territorio staccate dai Comuni di Isola della Scala e Oppeano ;
1996;AQ;05;023012;Bovolone;023055;Oppeano;"Legge Regionale 21 aprile 1995, n. 37; B.U.R. n. 39 del 25 aprile 1995, in vigore dal 1° settembre 1996               ";Modificata la circoscrizione territoriale a seguito dell'aggregazione di zone di territorio staccate dai Comuni di Isola della Scala e Oppeano ;
1996;CE ;05;023040;Isola della Scala;023012;Bovolone;"Legge Regionale 21 aprile 1995, n. 37; B.U.R. n. 39 del 25 aprile 1995, in vigore dal 1° settembre 1996               ";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Bovolone;
1996;CE ;05;023055;Oppeano;023012;Bovolone;"Legge Regionale 21 aprile 1995, n. 37; B.U.R. n. 39 del 25 aprile 1995, in vigore dal 1° settembre 1996               ";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Bovolone  ;
1996;CE ;05;028014;Bovolenta;028068;Pontelongo;"Legge Regionale 19 novembre 1996 n. 39; B.U.R. n. 104 del 22 novembre 1996";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Pontelongo  ;
1996;AQ;05;028068;Pontelongo;028014;Bovolenta;"Legge Regionale 19 novembre 1996 n. 39; B.U.R. n. 104 del 22 novembre 1996";Modificata la circoscrizione territoriale a seguito dell'aggregazione di una zona di territorio staccata dal Comune di Bovolenta  ;
1996;CE ;20;090017;Buddusò;090090;Padru;"Legge Regionale 3 gennaio 1996, n. 1 ; B.U.R. n.1 del 9 gennaio 1996";Modificata la circoscrizione territoriale a seguito del distacco della frazione Padru eretta in Comune autonomo  ;
1996;CS;20;090090;Padru;090017;Buddusò;"Legge Regionale 3 gennaio 1996, n. 1 ; B.U.R. n.1 del 9 gennaio 1996";Nuovo Comune costituito con la frazione Padru staccata dal Comune di Buddusò  ;
1996;AQ;20;090090;Padru;090017;Buddusò;"Legge Regionale 3 gennaio 1996, n. 1 ; B.U.R. n.1 del 9 gennaio 1996";Nuovo Comune costituito con la frazione Padru staccata dal Comune di Buddusò  ;
1996;CD;20;090044;Nughedu di San Nicolò;090044;Nughedu San Nicolò;"Legge Regionale 17 luglio 1996 n. 28; B.U.R. n. 24 del 29 luglio 1996";Assunta la nuova denominazione di Nughedu San Nicolò;
1997;AQ;03;012069;Ferrera di Varese;012100;Masciago Primo;"Legge Regionale 7 luglio 1997 n. 29; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Definizione della contestazione con il Comune di Masciago Primo;
1997;CE ;03;012100;Masciago Primo;012069;Ferrera di Varese;"Legge Regionale 7 luglio 1997 n. 29; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Definizione della contestazione con il Comune di Ferrera di Varese;
1997;CE ;03;015007;Arconate;015041;Busto Garolfo;"Legge Regionale 7 luglio 1997 n. 26; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Permutata zona di territorio con il Comune di Busto Garolfo;
1997;AQ;03;015007;Arconate;015041;Busto Garolfo;"Legge Regionale 7 luglio 1997 n. 26; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Permutata zona di territorio con il Comune di Busto Garolfo;
1997;AQ;03;015041;Busto Garolfo;015007;Arconate;"Legge Regionale 7 luglio 1997 n. 26; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Permutata zona di territorio con il Comune di Arconate;
1997;CE ;03;015041;Busto Garolfo;015007;Arconate;"Legge Regionale 7 luglio 1997 n. 26; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Permutata zona di territorio con il Comune di Arconate;
1997;CE ;03;015010;Arluno;015200;Santo Stefano Ticino;"Legge Regionale 7 luglio 1997 n. 30; 1° S.O. al B.U.R. n. 28 dell’11 luglio 1997";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al Comune di Santo Stefano Ticino  ;
